,snip,latitud,longitud
774,314921,14.819355,-90.514559
775,172231,14.819355,-90.514559
776,172154,14.819355,-90.514559
777,243854,14.819355,-90.514559
778,278953,14.819355,-90.514559
779,314915,14.819355,-90.514559
780,130755,14.819355,-90.514559
781,355980,14.819355,-90.514559
782,298553,14.819355,-90.514559
783,356155,14.819355,-90.514559
784,314914,14.819355,-90.514559
785,338304,14.819355,-90.514559
786,172175,14.819355,-90.514559
787,314919,14.819355,-90.514559
788,73965,14.819355,-90.514559
789,356154,14.819355,-90.514559
790,118082,14.819355,-90.514559
791,339965,14.819355,-90.514559
792,314916,14.819355,-90.514559
793,356004,14.819355,-90.514559
794,278951,14.819355,-90.514559
795,278949,14.819355,-90.514559
796,356014,14.819355,-90.514559
797,130750,14.819355,-90.514559
798,278954,14.819355,-90.514559
799,278957,14.819355,-90.514559
800,318381,14.819355,-90.514559
801,332106,14.819355,-90.514559
802,290996,14.819355,-90.514559
803,330354,14.819355,-90.514559
804,260740,14.819355,-90.514559
805,260739,14.819355,-90.514559
806,318383,14.819355,-90.514559
807,317004,14.819355,-90.514559
808,318379,14.819355,-90.514559
809,260939,14.819355,-90.514559
810,314913,14.819355,-90.514559
811,172270,14.819355,-90.514559
812,35042,14.819355,-90.514559
813,247552,14.819355,-90.514559
814,260738,14.819355,-90.514559
815,278958,14.819355,-90.514559
816,314917,14.819355,-90.514559
817,243898,14.819355,-90.514559
818,243256,14.463181,-90.443162
819,363558,14.463181,-90.443162
820,330067,14.463181,-90.443162
821,298827,14.463181,-90.443162
822,314292,14.463181,-90.443162
823,294437,14.463181,-90.443162
824,305999,14.463181,-90.443162
825,92014,14.463181,-90.443162
826,333917,14.463181,-90.443162
827,333913,14.463181,-90.443162
828,134125,14.463181,-90.443162
829,134128,14.463181,-90.443162
830,272218,14.463181,-90.443162
831,343740,14.463181,-90.443162
832,92012,14.463181,-90.443162
833,339972,14.463181,-90.443162
834,363557,14.463181,-90.443162
835,134137,14.463181,-90.443162
836,299576,14.463181,-90.443162
837,343741,14.463181,-90.443162
838,336965,14.463181,-90.443162
839,343764,14.463181,-90.443162
840,290748,14.463181,-90.443162
841,264859,14.463181,-90.443162
842,330028,14.463181,-90.443162
843,346252,14.463181,-90.443162
844,356613,14.463181,-90.443162
845,299956,14.463181,-90.443162
846,275880,14.463181,-90.443162
847,260826,14.477302,-90.634631
848,243223,14.477302,-90.634631
849,219385,14.477302,-90.634631
850,314399,14.477302,-90.634631
851,314400,14.477302,-90.634631
852,278129,14.477302,-90.634631
853,359942,14.477302,-90.634631
854,338373,14.477302,-90.634631
855,354288,14.477302,-90.634631
856,264540,14.477302,-90.634631
857,136322,14.477302,-90.634631
858,338366,14.477302,-90.634631
859,260791,14.477302,-90.634631
860,359943,14.477302,-90.634631
861,334688,14.477302,-90.634631
862,347176,14.477302,-90.634631
863,98936,14.477302,-90.634631
864,338381,14.477302,-90.634631
865,296144,14.529829,-90.592003
866,65810,14.4776,-90.511607
867,41650,14.477302,-90.634631
868,115435,14.477302,-90.634631
869,41604,14.477302,-90.634631
870,119198,14.529829,-90.592003
