,snip,latitud,longitud
13197,241259,14.75921,-90.286658
13198,152291,14.755834,-90.986847
13199,223727,14.631877,-89.438756
13200,32714,14.631877,-89.438756
13201,152034,14.755834,-90.986847
13202,152390,14.755834,-90.986847
13203,168105,14.75921,-90.286658
13204,68767,14.631877,-89.438756
13205,152388,14.755834,-90.986847
13206,184511,14.75921,-90.286658
13207,187230,14.631877,-89.438756
13208,223749,14.631877,-89.438756
13209,9375,14.75921,-90.286658
13210,241263,14.75921,-90.286658
13211,137295,14.755834,-90.986847
13212,117058,14.75921,-90.286658
13213,244309,14.631877,-89.438756
13214,51942,14.755834,-90.986847
13215,244311,14.631877,-89.438756
13216,169842,14.755834,-90.986847
13217,169860,14.755834,-90.986847
13218,222641,14.75921,-90.286658
13219,223674,14.631877,-89.438756
13220,74326,14.755834,-90.986847
13221,226389,14.75921,-90.286658
13222,223609,14.631877,-89.438756
13223,41710,14.75921,-90.286658
13224,151261,14.631877,-89.438756
13225,35993,14.899668,-90.046692
13226,42935,14.755834,-90.986847
13227,36005,14.899668,-90.046692
13228,244310,14.631877,-89.438756
13229,155644,14.755834,-90.986847
13230,204922,14.631877,-89.438756
13231,169828,14.755834,-90.986847
13232,74294,14.755834,-90.986847
13233,36336,14.899668,-90.046692
13234,223817,14.631877,-89.438756
13235,36363,14.899668,-90.046692
13236,141696,14.755834,-90.986847
13237,13622,14.631877,-89.438756
13238,38831,14.631877,-89.438756
13239,30838,14.899668,-90.046692
13240,169839,14.755834,-90.986847
13241,61014,14.899668,-90.046692
13242,98612,14.899668,-90.046692
13243,223563,14.631877,-89.438756
13244,99006,14.755834,-90.986847
13245,223637,14.631877,-89.438756
13246,95817,14.755834,-90.986847
13247,117647,14.899668,-90.046692
13248,51918,14.755834,-90.986847
13249,58447,14.899668,-90.046692
13250,223671,14.631877,-89.438756
13251,171986,14.755834,-90.986847
13252,13599,14.631877,-89.438756
13253,223698,14.631877,-89.438756
13254,74331,14.755834,-90.986847
13255,98620,14.899668,-90.046692
13256,72358,14.899668,-90.046692
13257,98834,14.899668,-90.046692
13258,90955,14.631877,-89.438756
13259,92185,14.669991,-89.540328
13260,32741,14.755834,-90.986847
13261,72342,14.899668,-90.046692
13262,169838,14.755834,-90.986847
13263,97116,14.669991,-89.540328
13264,202236,14.755834,-90.986847
13265,72365,14.899668,-90.046692
13266,357834,14.669991,-89.540328
13267,152379,14.755834,-90.986847
13268,300052,14.669991,-89.540328
13269,139894,14.755834,-90.986847
13270,30573,14.899668,-90.046692
13271,95043,14.899668,-90.046692
13272,21758,14.899668,-90.046692
13273,205361,14.669991,-89.540328
13274,152026,14.755834,-90.986847
13275,357837,14.669991,-89.540328
13276,30676,14.899668,-90.046692
13277,91195,14.669991,-89.540328
13278,95733,14.755834,-90.986847
13279,37123,14.899668,-90.046692
13280,74381,14.755834,-90.986847
13281,315010,14.669991,-89.540328
13282,95839,14.755834,-90.986847
13283,357836,14.669991,-89.540328
13284,56966,14.755834,-90.986847
13285,73378,14.899668,-90.046692
13286,117642,14.899668,-90.046692
13287,110064,14.669991,-89.540328
13288,117654,14.899668,-90.046692
13289,39067,14.669991,-89.540328
13290,23605,14.899668,-90.046692
13291,74376,14.755834,-90.986847
13292,357273,14.620587,-89.622811
13293,42926,14.755834,-90.986847
13294,74316,14.755834,-90.986847
13295,59100,14.899668,-90.046692
13296,38824,14.620587,-89.622811
13297,137373,14.755834,-90.986847
13298,95812,14.755834,-90.986847
13299,13236,14.620587,-89.622811
13300,31036,14.743313,-90.119085
13301,97411,14.743313,-90.119085
13302,205818,14.620587,-89.622811
13303,339533,14.620587,-89.622811
13304,151662,14.743313,-90.119085
13305,31653,14.755834,-90.986847
13306,43155,14.743313,-90.119085
13307,13925,14.620587,-89.622811
13308,169829,14.755834,-90.986847
13309,12853,14.755834,-90.986847
13310,46582,14.743313,-90.119085
13311,136855,14.620587,-89.622811
13312,121687,14.755834,-90.986847
13313,221819,14.67394,-89.406738
13314,169847,14.755834,-90.986847
13315,45975,14.743313,-90.119085
13316,46059,14.743313,-90.119085
13317,187320,14.67394,-89.406738
13318,187565,14.67394,-89.406738
13319,46302,14.801608,-90.193993
13320,169827,14.755834,-90.986847
13321,116173,14.801608,-90.193993
13322,152384,14.755834,-90.986847
13323,139003,14.755834,-90.986847
13324,95799,14.755834,-90.986847
13325,170038,14.67394,-89.406738
13326,134999,14.801608,-90.193993
13327,169856,14.755834,-90.986847
13328,30728,14.801608,-90.193993
13329,223056,14.67394,-89.406738
13330,169729,14.67394,-89.406738
13331,78545,14.801608,-90.193993
13332,169493,14.67394,-89.406738
13333,14649,14.801608,-90.193993
13334,31643,14.755834,-90.986847
13335,172267,14.67394,-89.406738
13336,16304,14.755834,-90.986847
13337,152258,14.801608,-90.193993
13338,56950,14.755834,-90.986847
13339,109752,14.755834,-90.986847
13340,221695,14.67394,-89.406738
13341,135000,14.801608,-90.193993
13342,42928,14.755834,-90.986847
13343,93856,14.79249,-89.545046
13344,22082,14.801608,-90.193993
13345,207312,14.67394,-89.406738
13346,22072,14.801608,-90.193993
13347,229135,14.801608,-90.193993
13348,169861,14.755834,-90.986847
13349,153324,14.79249,-89.545046
13350,97478,14.79249,-89.545046
13351,42918,14.755834,-90.986847
13352,37806,14.801608,-90.193993
13353,42235,14.755834,-90.986847
13354,42236,14.755834,-90.986847
13355,96668,14.79249,-89.545046
13356,42233,14.755834,-90.986847
13357,14684,14.801608,-90.193993
13358,152928,14.79249,-89.545046
13359,78146,14.79249,-89.545046
13360,132141,14.801608,-90.193993
13361,37808,14.801608,-90.193993
13362,57015,14.801608,-90.193993
13363,42231,14.755834,-90.986847
13364,110411,14.79249,-89.545046
13365,16731,14.79249,-89.545046
13366,170733,14.801608,-90.193993
13367,42223,14.755834,-90.986847
13368,42217,14.755834,-90.986847
13369,42207,14.755834,-90.986847
13370,18362,14.79249,-89.545046
13371,42199,14.755834,-90.986847
13372,102992,14.801608,-90.193993
13373,119751,14.79249,-89.545046
13374,119752,14.79249,-89.545046
13375,78540,14.801608,-90.193993
13376,168676,14.801608,-90.193993
13377,56561,14.801608,-90.193993
13378,48007,14.755834,-90.986847
13379,339458,14.721103,-89.586304
13380,42624,14.79249,-89.545046
13381,168890,14.801608,-90.193993
13382,47916,14.755834,-90.986847
13383,47900,14.755834,-90.986847
13384,47958,14.755834,-90.986847
13385,225639,14.721103,-89.586304
13386,14687,14.801608,-90.193993
13387,46691,14.755834,-90.986847
13388,153794,14.801608,-90.193993
13389,110515,14.721103,-89.586304
13390,110502,14.721103,-89.586304
13391,78536,14.801608,-90.193993
13392,35556,14.755834,-90.986847
13393,95445,14.801608,-90.193993
13394,110192,14.721103,-89.586304
13395,110276,14.721103,-89.586304
13396,21767,14.801608,-90.193993
13397,35435,14.755834,-90.986847
13398,35454,14.755834,-90.986847
13399,35397,14.755834,-90.986847
13400,357203,14.771801,-89.424563
13401,96179,14.801608,-90.193993
13402,34221,14.677811,-91.016696
13403,359924,14.771801,-89.424563
13404,168672,14.801608,-90.193993
13405,18938,14.771801,-89.424563
13406,95443,14.801608,-90.193993
13407,134484,14.677811,-91.016696
13408,116168,14.801608,-90.193993
13409,68238,14.771801,-89.424563
13410,38457,14.771801,-89.424563
13411,168889,14.677811,-91.016696
13412,132155,14.801608,-90.193993
13413,148613,14.677811,-91.016696
13414,242580,14.771801,-89.424563
13415,154348,14.677811,-91.016696
13416,56874,14.801608,-90.193993
13417,57713,14.677811,-91.016696
13418,14661,14.801608,-90.193993
13419,186610,14.771801,-89.424563
13420,357551,14.771801,-89.424563
13421,78570,14.801608,-90.193993
13422,114762,14.801608,-90.193993
13423,186608,14.771801,-89.424563
13424,110321,14.677811,-91.016696
13425,14045,14.771801,-89.424563
13426,168665,14.801608,-90.193993
13427,96193,14.677811,-91.016696
13428,134482,14.677811,-91.016696
13429,78190,14.677811,-91.016696
13430,38319,14.771801,-89.424563
13431,78574,14.801608,-90.193993
13432,152316,14.801608,-90.193993
13433,57646,14.677811,-91.016696
13434,186611,14.771801,-89.424563
13435,186609,14.771801,-89.424563
13436,134980,14.801608,-90.193993
13437,37125,14.801608,-90.193993
13438,223433,14.771801,-89.424563
13439,151372,14.677811,-91.016696
13440,74426,14.677811,-91.016696
13441,21105,14.771801,-89.424563
13442,114756,14.801608,-90.193993
13443,110358,14.677811,-91.016696
13444,57654,14.677811,-91.016696
13445,73673,14.771801,-89.424563
13446,148921,14.677811,-91.016696
13447,95147,14.801608,-90.193993
13448,114729,14.801608,-90.193993
13449,296647,14.771801,-89.424563
13450,134997,14.801608,-90.193993
13451,27225,14.771801,-89.424563
13452,96118,14.677811,-91.016696
13453,260661,14.771801,-89.424563
13454,114764,14.801608,-90.193993
13455,357202,14.771801,-89.424563
13456,151365,14.677811,-91.016696
13457,211332,14.677811,-91.016696
13458,57023,14.801608,-90.193993
13459,110373,14.677811,-91.016696
13460,151226,14.677811,-91.016696
13461,16882,14.821091,-89.389429
13462,56554,14.801608,-90.193993
13463,78543,14.801608,-90.193993
13464,203322,14.821091,-89.389429
13465,96182,14.801608,-90.193993
13466,133150,14.821091,-89.389429
13467,74413,14.677811,-91.016696
13468,204680,14.821091,-89.389429
13469,114043,14.801608,-90.193993
13470,204637,14.821091,-89.389429
13471,184229,14.677811,-91.016696
13472,30748,14.801608,-90.193993
13473,129329,14.677811,-91.016696
13474,151313,14.677811,-91.016696
13475,168789,14.677811,-91.016696
13476,258581,14.821091,-89.389429
13477,152293,14.801608,-90.193993
13478,114766,14.801608,-90.193993
13479,187166,14.821091,-89.389429
13480,152267,14.801608,-90.193993
13481,204677,14.821091,-89.389429
13482,203310,14.821091,-89.389429
13483,98994,14.677811,-91.016696
13484,168667,14.801608,-90.193993
13485,74443,14.677811,-91.016696
13486,333654,14.821091,-89.389429
13487,134996,14.801608,-90.193993
13488,168818,14.677811,-91.016696
13489,134485,14.677811,-91.016696
13490,134480,14.677811,-91.016696
13491,187177,14.821091,-89.389429
13492,114725,14.801608,-90.193993
13493,168654,14.801608,-90.193993
13494,258991,14.821091,-89.389429
13495,357866,14.821091,-89.389429
13496,102990,14.801608,-90.193993
13497,203311,14.821091,-89.389429
13498,95149,14.801608,-90.193993
13499,154351,14.677811,-91.016696
13500,225646,14.821091,-89.389429
13501,96176,14.677811,-91.016696
13502,71119,14.801608,-90.193993
13503,151303,14.677811,-91.016696
13504,181621,14.677811,-91.016696
13505,337187,14.821091,-89.389429
13506,17720,14.821091,-89.389429
13507,96188,14.801608,-90.193993
13508,96170,14.677811,-91.016696
13509,134995,14.801608,-90.193993
13510,135033,14.801608,-90.193993
13511,258589,14.821091,-89.389429
13512,95446,14.801608,-90.193993
13513,204678,14.821091,-89.389429
13514,134445,14.677811,-91.016696
13515,203323,14.821091,-89.389429
13516,188581,14.677811,-91.016696
13517,22090,14.801608,-90.193993
13518,74338,14.677811,-91.016696
13519,296804,14.819809,-89.373661
13520,170399,14.677811,-91.016696
13521,80711,14.821091,-89.389429
13522,223479,14.677811,-91.016696
13523,14677,14.801608,-90.193993
13524,296805,14.819809,-89.373661
13525,30755,14.801608,-90.193993
13526,37809,14.801608,-90.193993
13527,78580,14.801608,-90.193993
13528,187283,14.819809,-89.373661
13529,57611,14.677811,-91.016696
13530,184226,14.677811,-91.016696
13531,116159,14.801608,-90.193993
13532,263025,14.819809,-89.373661
13533,168791,14.677811,-91.016696
13534,73679,14.819809,-89.373661
13535,331630,14.819809,-89.373661
13536,167125,14.677811,-91.016696
13537,151404,14.677811,-91.016696
13538,30635,14.801608,-90.193993
13539,206096,14.819809,-89.373661
13540,78568,14.801608,-90.193993
13541,37807,14.801608,-90.193993
13542,79156,14.801608,-90.193993
13543,353341,14.819809,-89.373661
13544,206126,14.819809,-89.373661
13545,18923,14.801608,-90.193993
13546,98993,14.677811,-91.016696
13547,134483,14.677811,-91.016696
13548,110286,14.677811,-91.016696
13549,206118,14.819809,-89.373661
13550,92320,14.819809,-89.373661
13551,22071,14.801608,-90.193993
13552,110329,14.677811,-91.016696
13553,151150,14.677811,-91.016696
13554,243966,14.801608,-90.193993
13555,335659,14.819809,-89.373661
13556,79160,14.801608,-90.193993
13557,78542,14.801608,-90.193993
13558,241999,14.819809,-89.373661
13559,242354,14.819809,-89.373661
13560,170402,14.677811,-91.016696
13561,21141,14.801608,-90.193993
13562,74323,14.677811,-91.016696
13563,110362,14.677811,-91.016696
13564,121495,14.677811,-91.016696
13565,263024,14.819809,-89.373661
13566,242324,14.819809,-89.373661
13567,43817,14.677811,-91.016696
13568,135038,14.801608,-90.193993
13569,108822,14.801608,-90.193993
13570,31059,14.801608,-90.193993
13571,331620,14.819809,-89.373661
13572,22102,14.801608,-90.193993
13573,181717,14.677811,-91.016696
13574,65234,14.819809,-89.373661
13575,168788,14.677811,-91.016696
13576,69472,14.801608,-90.193993
13577,263057,14.819809,-89.373661
13578,96187,14.677811,-91.016696
13579,31400,14.677811,-91.016696
13580,226345,14.819809,-89.373661
13581,73675,14.819809,-89.373661
13582,58936,14.801608,-90.193993
13583,41315,14.801608,-90.193993
13584,151206,14.677811,-91.016696
13585,296811,14.819809,-89.373661
13586,41301,14.801608,-90.193993
13587,41292,14.801608,-90.193993
13588,134488,14.677811,-91.016696
13589,73687,14.819809,-89.373661
13590,242300,14.819809,-89.373661
13591,41280,14.801608,-90.193993
13592,60023,14.677811,-91.016696
13593,154346,14.677811,-91.016696
13594,57626,14.677811,-91.016696
13595,206111,14.819809,-89.373661
13596,41272,14.801608,-90.193993
13597,206092,14.819809,-89.373661
13598,110366,14.677811,-91.016696
13599,41251,14.801608,-90.193993
13600,41242,14.801608,-90.193993
13601,206098,14.819809,-89.373661
13602,263061,14.819809,-89.373661
13603,74420,14.677811,-91.016696
13604,242316,14.819809,-89.373661
13605,41229,14.801608,-90.193993
13606,96190,14.677811,-91.016696
13607,134429,14.677811,-91.016696
13608,46367,14.801608,-90.193993
13609,168844,14.677811,-91.016696
13610,132631,14.819809,-89.373661
13611,277089,14.819809,-89.373661
13612,46341,14.801608,-90.193993
13613,114949,14.75921,-90.286658
13614,168828,14.677811,-91.016696
13615,46318,14.801608,-90.193993
13616,335660,14.819809,-89.373661
13617,74336,14.677811,-91.016696
13618,242234,14.819809,-89.373661
13619,187285,14.819809,-89.373661
13620,28368,14.677811,-91.016696
13621,70572,14.75921,-90.286658
13622,134487,14.677811,-91.016696
13623,148912,14.677811,-91.016696
13624,115682,14.75921,-90.286658
13625,241965,14.819809,-89.373661
13626,57668,14.75921,-90.286658
13627,206068,14.819809,-89.373661
13628,18785,14.75921,-90.286658
13629,74346,14.677811,-91.016696
13630,78650,14.75921,-90.286658
13631,57708,14.677811,-91.016696
13632,187288,14.819809,-89.373661
13633,242263,14.819809,-89.373661
13634,53010,14.819809,-89.373661
13635,134481,14.677811,-91.016696
13636,18820,14.75921,-90.286658
13637,74341,14.677811,-91.016696
13638,74304,14.677811,-91.016696
13639,223769,14.819809,-89.373661
13640,229125,14.75921,-90.286658
13641,35645,14.75921,-90.286658
13642,187322,14.819809,-89.373661
13643,30667,14.75921,-90.286658
13644,57670,14.677811,-91.016696
13645,132117,14.75921,-90.286658
13646,92367,14.819809,-89.373661
13647,206122,14.819809,-89.373661
13648,168793,14.677811,-91.016696
13649,353306,14.819809,-89.373661
13650,168779,14.677811,-91.016696
13651,35662,14.75921,-90.286658
13652,74432,14.677811,-91.016696
13653,74427,14.677811,-91.016696
13654,118344,14.75921,-90.286658
13655,92338,14.819809,-89.373661
13656,97321,14.75921,-90.286658
13657,132869,14.75921,-90.286658
13658,277088,14.819809,-89.373661
13659,18796,14.75921,-90.286658
13660,96199,14.677811,-91.016696
13661,298566,14.819809,-89.373661
13662,263072,14.819809,-89.373661
13663,168776,14.677811,-91.016696
13664,151252,14.677811,-91.016696
13665,132106,14.75921,-90.286658
13666,168777,14.677811,-91.016696
13667,263026,14.819809,-89.373661
13668,74293,14.677811,-91.016696
13669,18810,14.75921,-90.286658
13670,187583,14.819809,-89.373661
13671,132838,14.75921,-90.286658
13672,30675,14.75921,-90.286658
13673,226347,14.819809,-89.373661
13674,30681,14.75921,-90.286658
13675,57695,14.677811,-91.016696
13676,206082,14.819809,-89.373661
13677,277082,14.819809,-89.373661
13678,57691,14.677811,-91.016696
13679,96124,14.677811,-91.016696
13680,170401,14.677811,-91.016696
13681,118343,14.75921,-90.286658
13682,109967,14.819809,-89.373661
13683,120570,14.677811,-91.016696
13684,57700,14.75921,-90.286658
13685,97163,14.75921,-90.286658
13686,57669,14.75921,-90.286658
13687,207286,14.819809,-89.373661
13688,277308,14.819809,-89.373661
13689,28094,14.79249,-89.545046
13690,70599,14.75921,-90.286658
13691,258222,14.677811,-91.016696
13692,261903,14.691398,-89.347594
13693,134434,14.677811,-91.016696
13694,357380,14.79249,-89.545046
13695,168786,14.677811,-91.016696
13696,168784,14.677811,-91.016696
13697,152224,14.75921,-90.286658
13698,134330,14.677811,-91.016696
13699,21422,14.75921,-90.286658
13700,131909,14.75921,-90.286658
13701,9362,14.75921,-90.286658
13702,51867,14.79249,-89.545046
13703,334681,14.79249,-89.545046
13704,353662,14.79249,-89.545046
13705,21654,14.79249,-89.545046
13706,132942,14.75921,-90.286658
13707,134556,14.677811,-91.016696
13708,169928,14.79249,-89.545046
13709,110092,14.677811,-91.016696
13710,168790,14.677811,-91.016696
13711,30683,14.75921,-90.286658
13712,151279,14.677811,-91.016696
13713,151410,14.677811,-91.016696
13714,168089,14.75921,-90.286658
13715,21491,14.75921,-90.286658
13716,132112,14.75921,-90.286658
13717,18584,14.79249,-89.545046
13718,98454,14.79249,-89.545046
13719,43094,14.79249,-89.545046
13720,27513,14.79249,-89.545046
13721,132648,14.75921,-90.286658
13722,339749,14.79249,-89.545046
13723,110319,14.677811,-91.016696
13724,134410,14.677811,-91.016696
13725,57644,14.677811,-91.016696
13726,30663,14.75921,-90.286658
13727,57660,14.677811,-91.016696
13728,28373,14.677811,-91.016696
13729,131917,14.75921,-90.286658
13730,97347,14.75921,-90.286658
13731,80173,14.79249,-89.545046
13732,18805,14.75921,-90.286658
13733,21375,14.79249,-89.545046
13734,78019,14.79249,-89.545046
13735,93829,14.79249,-89.545046
13736,97228,14.75921,-90.286658
13737,357370,14.79249,-89.545046
13738,151406,14.677811,-91.016696
13739,110376,14.677811,-91.016696
13740,110364,14.677811,-91.016696
13741,134486,14.677811,-91.016696
13742,97317,14.75921,-90.286658
13743,172054,14.677811,-91.016696
13744,70770,14.75921,-90.286658
13745,70764,14.75921,-90.286658
13746,21663,14.79249,-89.545046
13747,97139,14.75921,-90.286658
13748,353664,14.79249,-89.545046
13749,205029,14.79249,-89.545046
13750,169908,14.79249,-89.545046
13751,97323,14.75921,-90.286658
13752,168795,14.677811,-91.016696
13753,339751,14.79249,-89.545046
13754,28383,14.677811,-91.016696
13755,110375,14.677811,-91.016696
13756,97338,14.75921,-90.286658
13757,184227,14.677811,-91.016696
13758,70756,14.75921,-90.286658
13759,74300,14.677811,-91.016696
13760,41816,14.75921,-90.286658
13761,357378,14.79249,-89.545046
13762,41763,14.75921,-90.286658
13763,98436,14.79249,-89.545046
13764,41783,14.75921,-90.286658
13765,69088,14.79249,-89.545046
13766,93843,14.79249,-89.545046
13767,110371,14.677811,-91.016696
13768,96184,14.677811,-91.016696
13769,315777,14.79249,-89.545046
13770,151330,14.677811,-91.016696
13771,168826,14.677811,-91.016696
13772,46588,14.75921,-90.286658
13773,46585,14.75921,-90.286658
13774,134554,14.677811,-91.016696
13775,69018,14.79249,-89.545046
13776,46584,14.75921,-90.286658
13777,43044,14.899668,-90.046692
13778,43327,14.899668,-90.046692
13779,53048,14.79249,-89.545046
13780,36855,14.79249,-89.545046
13781,80178,14.79249,-89.545046
13782,151176,14.677811,-91.016696
13783,96137,14.677811,-91.016696
13784,74446,14.677811,-91.016696
13785,18583,14.79249,-89.545046
13786,168782,14.677811,-91.016696
13787,42748,14.899668,-90.046692
13788,57738,14.677811,-91.016696
13789,72350,14.899668,-90.046692
13790,117636,14.899668,-90.046692
13791,30810,14.899668,-90.046692
13792,98608,14.899668,-90.046692
13793,69085,14.79249,-89.545046
13794,27526,14.79249,-89.545046
13795,65360,14.79249,-89.545046
13796,185713,14.79249,-89.545046
13797,96167,14.677811,-91.016696
13798,258223,14.677811,-91.016696
13799,65363,14.79249,-89.545046
13800,57636,14.677811,-91.016696
13801,30529,14.899668,-90.046692
13802,59242,14.899668,-90.046692
13803,57648,14.677811,-91.016696
13804,109877,14.677811,-91.016696
13805,18880,14.862967,-90.060664
13806,167863,14.862967,-90.060664
13807,43100,14.79249,-89.545046
13808,30604,14.862967,-90.060664
13809,357379,14.79249,-89.545046
13810,170400,14.677811,-91.016696
13811,31218,14.79249,-89.545046
13812,170915,14.79249,-89.545046
13813,97812,14.79249,-89.545046
13814,148913,14.677811,-91.016696
13815,221757,14.677811,-91.016696
13816,78504,14.862967,-90.060664
13817,30581,14.862967,-90.060664
13818,74286,14.677811,-91.016696
13819,168794,14.677811,-91.016696
13820,148684,14.862967,-90.060664
13821,18889,14.862967,-90.060664
13822,16669,14.79249,-89.545046
13823,36496,14.862967,-90.060664
13824,353663,14.79249,-89.545046
13825,109631,14.677811,-91.016696
13826,357373,14.79249,-89.545046
13827,151318,14.677811,-91.016696
13828,205005,14.79249,-89.545046
13829,27555,14.79249,-89.545046
13830,148664,14.677811,-91.016696
13831,18892,14.862967,-90.060664
13832,134420,14.677811,-91.016696
13833,18885,14.862967,-90.060664
13834,96172,14.677811,-91.016696
13835,41834,14.862967,-90.060664
13836,36346,14.862967,-90.060664
13837,98128,14.79249,-89.545046
13838,1956,14.862967,-90.060664
13839,43092,14.79249,-89.545046
13840,148665,14.677811,-91.016696
13841,148666,14.677811,-91.016696
13842,43095,14.79249,-89.545046
13843,353711,14.79249,-89.545046
13844,21383,14.79249,-89.545046
13845,22293,14.862967,-90.060664
13846,148787,14.862967,-90.060664
13847,181666,14.677811,-91.016696
13848,74423,14.677811,-91.016696
13849,151195,14.677811,-91.016696
13850,30593,14.862967,-90.060664
13851,118710,14.79249,-89.545046
13852,36347,14.862967,-90.060664
13853,30608,14.862967,-90.060664
13854,16782,14.79249,-89.545046
13855,110331,14.677811,-91.016696
13856,69084,14.79249,-89.545046
13857,21372,14.79249,-89.545046
13858,134528,14.677811,-91.016696
13859,330990,14.79249,-89.545046
13860,152189,14.862967,-90.060664
13861,18894,14.862967,-90.060664
13862,74417,14.677811,-91.016696
13863,80150,14.677811,-91.016696
13864,134307,14.677811,-91.016696
13865,18893,14.862967,-90.060664
13866,18911,14.862967,-90.060664
13867,36501,14.862967,-90.060664
13868,80157,14.79249,-89.545046
13869,16745,14.79249,-89.545046
13870,43584,14.677811,-91.016696
13871,315774,14.79249,-89.545046
13872,52340,14.677811,-91.016696
13873,357376,14.79249,-89.545046
13874,117655,14.862967,-90.060664
13875,21662,14.79249,-89.545046
13876,41281,14.677811,-91.016696
13877,41277,14.677811,-91.016696
13878,258569,14.862967,-90.060664
13879,41271,14.677811,-91.016696
13880,22299,14.862967,-90.060664
13881,18906,14.862967,-90.060664
13882,205022,14.79249,-89.545046
13883,59506,14.79249,-89.545046
13884,41243,14.677811,-91.016696
13885,36502,14.862967,-90.060664
13886,98448,14.79249,-89.545046
13887,41238,14.677811,-91.016696
13888,246008,14.79249,-89.545046
13889,331062,14.862967,-90.060664
13890,357374,14.79249,-89.545046
13891,41227,14.677811,-91.016696
13892,46679,14.677811,-91.016696
13893,134809,14.862967,-90.060664
13894,36503,14.862967,-90.060664
13895,45250,14.677811,-91.016696
13896,22291,14.862967,-90.060664
13897,357375,14.79249,-89.545046
13898,21661,14.79249,-89.545046
13899,41586,14.677811,-91.016696
13900,3200,14.862967,-90.060664
13901,65259,14.79249,-89.545046
13902,74571,14.55,-91.083333
13903,204984,14.79249,-89.545046
13904,133135,14.862967,-90.060664
13905,169920,14.79249,-89.545046
13906,74578,14.55,-91.083333
13907,74604,14.55,-91.083333
13908,30602,14.862967,-90.060664
13909,22283,14.862967,-90.060664
13910,74593,14.55,-91.083333
13911,18890,14.862967,-90.060664
13912,276640,14.79249,-89.545046
13913,74600,14.55,-91.083333
13914,205225,14.79249,-89.545046
13915,30572,14.862967,-90.060664
13916,170016,14.79249,-89.545046
13917,74597,14.55,-91.083333
13918,89581,14.862967,-90.060664
13919,293512,14.79249,-89.545046
13920,169897,14.79249,-89.545046
13921,31104,14.55,-91.083333
13922,21233,14.55,-91.083333
13923,30590,14.862967,-90.060664
13924,37737,14.862967,-90.060664
13925,21248,14.55,-91.083333
13926,57342,14.55,-91.083333
13927,30587,14.862967,-90.060664
13928,30993,14.79249,-89.545046
13929,357369,14.79249,-89.545046
13930,22284,14.862967,-90.060664
13931,16818,14.79249,-89.545046
13932,16780,14.79249,-89.545046
13933,148685,14.862967,-90.060664
13934,42360,14.55,-91.083333
13935,357371,14.79249,-89.545046
13936,42359,14.55,-91.083333
13937,42356,14.55,-91.083333
13938,36504,14.862967,-90.060664
13939,18904,14.862967,-90.060664
13940,38360,14.630715,-90.927137
13941,56939,14.630715,-90.927137
13942,36494,14.862967,-90.060664
13943,69071,14.79249,-89.545046
13944,65364,14.79249,-89.545046
13945,152164,14.862967,-90.060664
13946,21371,14.79249,-89.545046
13947,169949,14.79249,-89.545046
13948,31323,14.630715,-90.927137
13949,167869,14.862967,-90.060664
13950,339750,14.79249,-89.545046
13951,72790,14.630715,-90.927137
13952,72646,14.630715,-90.927137
13953,137565,14.862967,-90.060664
13954,21928,14.862967,-90.060664
13955,74271,14.630715,-90.927137
13956,18907,14.862967,-90.060664
13957,186896,14.79249,-89.545046
13958,258067,14.630715,-90.927137
13959,347541,14.79249,-89.545046
13960,133166,14.862967,-90.060664
13961,59504,14.79249,-89.545046
13962,30710,14.630715,-90.927137
13963,98511,14.79249,-89.545046
13964,56430,14.630715,-90.927137
13965,357403,14.79249,-89.545046
13966,30595,14.862967,-90.060664
13967,133120,14.630715,-90.927137
13968,36505,14.862967,-90.060664
13969,56630,14.630715,-90.927137
13970,353665,14.79249,-89.545046
13971,46421,14.862967,-90.060664
13972,72989,14.630715,-90.927137
13973,36500,14.862967,-90.060664
13974,43311,14.79249,-89.545046
13975,224216,14.79249,-89.545046
13976,299985,14.79249,-89.545046
13977,36446,14.630715,-90.927137
13978,36498,14.862967,-90.060664
13979,43081,14.79249,-89.545046
13980,312868,14.630715,-90.927137
13981,36491,14.862967,-90.060664
13982,17157,14.630715,-90.927137
13983,36388,14.862967,-90.060664
13984,36449,14.630715,-90.927137
13985,35166,14.630715,-90.927137
13986,35783,14.932269,-90.145403
13987,204900,14.79249,-89.545046
13988,8181,14.932269,-90.145403
13989,205042,14.79249,-89.545046
13990,204999,14.79249,-89.545046
13991,27518,14.79249,-89.545046
13992,35882,14.932269,-90.145403
13993,74263,14.630715,-90.927137
13994,56925,14.630715,-90.927137
13995,333352,14.79249,-89.545046
13996,78188,14.630715,-90.927137
13997,168546,14.932269,-90.145403
13998,56957,14.630715,-90.927137
13999,21835,14.932269,-90.145403
14000,8691,14.630715,-90.927137
14001,110009,14.932269,-90.145403
14002,115064,14.79249,-89.545046
14003,357372,14.79249,-89.545046
14004,315776,14.79249,-89.545046
14005,43797,14.630715,-90.927137
14006,315769,14.79249,-89.545046
14007,110305,14.630715,-90.927137
14008,21823,14.932269,-90.145403
14009,96533,14.932269,-90.145403
14010,43793,14.630715,-90.927137
14011,27516,14.79249,-89.545046
14012,39988,14.630715,-90.927137
14013,39986,14.630715,-90.927137
14014,110071,14.932269,-90.145403
14015,30823,14.932269,-90.145403
14016,353666,14.79249,-89.545046
14017,53111,14.79249,-89.545046
14018,30994,14.79249,-89.545046
14019,131237,14.932269,-90.145403
